0;0;821.514101;79.258791
1;1;823.916696;77.307785
2;2;822.308831;78.139094
3;10;820.746235;77.985284
4;0;821.700559;79.579305
5;1;820.005574;78.561638
6;2;821.373253;77.847099
7;10;821.360764;75.407271
8;0;872.453654;155.895561
9;1;874.718425;156.435091
10;2;870.875843;157.881778
11;10;870.714185;158.720917
12;0;874.261894;157.038377
13;1;871.787707;159.388301
14;2;873.412017;157.847121
15;10;873.268289;159.666348
16;0;299.822810;548.109217
17;1;299.173332;548.752753
18;2;299.133662;549.558713
19;10;295.356556;549.744192
20;0;299.039073;545.123397
21;1;298.233653;549.432291
22;2;298.998573;546.801848
23;10;295.560131;547.205825
24;0;158.026142;770.395803
25;1;156.639444;770.648399
26;2;155.947450;772.013780
27;10;157.899053;771.675759
28;0;157.775980;771.344868
29;1;155.987887;772.218018
30;2;155.277967;773.190886
31;10;159.420763;772.519452
32;0;159.371370;81.640612
33;1;156.323604;83.102170
34;2;156.735461;80.571521
35;10;155.017916;83.319823
36;0;158.895359;84.872516
37;1;156.023759;80.213681
38;2;157.089766;83.895355
39;10;158.557539;81.075750
40;0;961.430358;287.163015
41;1;961.754277;286.722277
42;2;963.217721;287.289970
43;10;960.653554;289.985833
44;0;964.791444;286.402387
45;1;964.454187;285.345336
46;2;961.960888;285.085486
47;10;964.664713;285.930711
48;0;909.888379;817.030825
49;1;908.555143;818.362581
50;2;909.278004;818.108025
51;10;908.749954;819.017197
52;0;905.860879;815.543472
53;1;907.893142;817.342993
54;2;907.461711;816.252759
55;10;908.063237;817.797532
56;0;764.381679;343.144190
57;1;763.019469;341.822215
58;2;760.439079;344.387353
59;10;762.419869;340.027029
60;0;763.771907;343.223866
61;1;760.867910;342.418751
62;2;763.425466;344.886568
63;10;761.016350;341.073381
64;0;534.823307;667.589012
65;1;533.985258;665.127222
66;2;534.451240;666.348813
67;10;532.035796;667.340933
68;0;531.471849;666.616459
69;1;532.782135;669.776960
70;2;531.530902;669.295420
71;10;531.220935;668.323186
72;0;910.717236;124.759912
73;1;910.511185;121.894241
74;2;910.494124;120.903428
75;10;914.746730;122.146811
76;0;912.432866;124.084157
77;1;911.929640;123.456411
78;2;914.748251;122.072661
79;10;912.974664;120.720469
80;0;335.960758;589.752704
81;1;337.853314;589.276211
82;2;339.491797;586.377872
83;10;337.920695;586.851705
84;0;336.635992;587.644631
85;1;339.059038;587.004564
86;2;339.148451;586.706740
87;10;338.518932;586.945199
88;0;296.635170;405.526426
89;1;299.242589;409.990115
90;2;298.041139;406.634502
91;10;299.013063;409.145669
92;0;295.793459;405.454605
93;1;297.989116;408.483804
94;2;295.575670;409.835997
95;10;297.057553;408.038681
96;0;444.284727;921.334879
97;1;440.963119;920.926748
98;2;443.453492;922.085910
99;10;444.360654;923.272677
100;0;440.309299;921.813666
101;1;440.775002;923.309726
102;2;443.683098;921.647987
103;10;443.951257;920.715478
104;0;12.183891;404.927711
105;1;13.231229;400.842524
106;2;12.409602;400.104014
107;10;14.401612;401.008556
108;0;10.478222;402.187614
109;1;14.925119;402.421456
110;2;10.832029;401.923332
111;10;12.587956;401.632360
112;0;397.092854;926.021030
113;1;399.375307;929.633307
114;2;395.727837;927.323676
115;10;397.821068;929.845956
116;0;399.422787;925.751337
117;1;395.168910;928.284002
118;2;398.354218;929.224110
119;10;396.428796;925.114291
120;0;119.001339;588.537544
121;1;115.816419;586.690277
122;2;116.745689;586.340853
123;10;117.122578;585.886342
124;0;115.268842;587.951221
125;1;117.275354;586.222630
126;2;117.677525;585.726766
127;10;118.729989;586.837438
128;0;661.360689;539.116238
129;1;660.349716;535.837831
130;2;660.814551;539.305281
131;10;663.125350;538.939033
132;0;660.059256;535.587088
133;1;661.422259;538.589282
134;2;663.814831;535.199564
135;10;662.440426;535.969219
136;0;509.304236;929.391577
137;1;506.226619;929.353503
138;2;508.407784;925.907682
139;10;505.887246;927.327252
140;0;507.905920;926.913667
141;1;507.616333;929.261016
142;2;508.716251;926.624562
143;10;507.775074;928.265378
144;0;193.355945;874.542243
145;1;194.537777;873.569930
146;2;194.342060;873.261516
147;10;194.553568;874.901229
148;0;194.880045;874.261597
149;1;190.664046;870.970482
150;2;191.984607;870.964126
151;10;194.964150;872.624094
152;0;371.127348;95.609403
153;1;372.396823;98.558840
154;2;370.611987;95.179253
155;10;373.631625;97.758315
156;0;373.140725;96.677962
157;1;372.193259;97.968429
158;2;371.454206;98.571968
159;10;374.678077;98.597119
160;0;869.502754;18.084509
161;1;869.424893;19.397075
162;2;865.338014;18.343177
163;10;868.191077;18.170143
164;0;866.801794;15.086352
165;1;867.225650;16.518240
166;2;866.132876;19.748720
167;10;868.628226;17.357950
168;0;309.812741;349.266628
169;1;305.035941;346.514640
170;2;305.327621;347.870731
171;10;305.490072;348.216809
172;0;307.036955;347.466461
173;1;307.799906;345.722504
174;2;309.007301;345.942038
175;10;307.843434;348.627025
176;0;843.495930;711.889301
177;1;844.022823;712.624792
178;2;844.749787;714.774380
179;10;840.527150;710.628093
180;0;843.923198;711.553217
181;1;841.145711;711.181612
182;2;842.211631;714.091234
183;10;841.122304;711.053964
184;0;520.749040;851.516941
185;1;522.944176;853.736154
186;2;522.422740;852.816015
187;10;523.018935;854.331705
188;0;522.522493;852.555433
189;1;524.908504;853.984391
190;2;522.059370;851.616448
191;10;521.161288;853.556826
192;0;899.665223;355.210751
193;1;899.812063;356.746859
194;2;895.214990;357.255884
195;10;898.303612;357.208565
196;0;895.701767;358.394005
197;1;896.925020;357.530766
198;2;896.438546;359.552340
199;10;895.858554;355.118407
200;0;603.360686;873.964184
201;1;604.580413;871.120734
202;2;600.059639;872.996055
203;10;604.670176;873.555114
204;0;601.191164;874.959628
205;1;602.049619;874.686451
206;2;602.070172;871.326323
207;10;602.293624;870.539565
208;0;627.589581;506.407928
209;1;627.934232;507.145503
210;2;627.081977;509.618410
211;10;629.613473;508.752656
212;0;625.380582;508.890048
213;1;628.531392;507.769678
214;2;629.129972;509.681317
215;10;625.882804;509.649580
216;0;406.347193;371.284424
217;1;405.879601;373.273029
218;2;406.340357;370.817174
219;10;407.515011;373.643732
220;0;406.354495;370.366850
221;1;406.442043;373.869950
222;2;405.733404;374.243050
223;10;407.210394;372.473543
224;0;157.961400;161.191914
225;1;157.634453;160.041588
226;2;155.680352;160.725965
227;10;156.249562;161.115521
228;0;158.665055;163.431767
229;1;155.654560;162.998830
230;2;159.783952;162.231870
231;10;159.035671;162.856771
232;0;639.172410;690.098021
233;1;639.320133;693.080173
234;2;637.202190;694.639389
235;10;635.217539;692.390282
236;0;637.343473;691.322530
237;1;635.872667;691.572756
238;2;635.684708;694.819105
239;10;635.975660;693.046265
240;0;569.700790;47.122865
241;1;565.953736;47.694822
242;2;569.841477;46.629157
243;10;567.303157;45.522816
244;0;568.649685;49.328242
245;1;566.211049;48.727898
246;2;568.413229;46.627948
247;10;569.363690;46.729190
248;0;959.803771;29.091699
249;1;959.241230;27.536988
250;2;955.563195;26.554732
251;10;957.258375;28.604966
252;0;955.060298;27.664290
253;1;956.826370;27.967033
254;2;957.459677;25.878869
255;10;959.783719;28.028387
256;0;113.319830;684.357090
257;1;113.671360;684.853939
258;2;111.668982;683.968518
259;10;114.012619;680.177147
260;0;111.994816;681.866782
261;1;110.099062;681.638457
262;2;113.128247;682.679568
263;10;114.780452;683.954921
264;0;703.701562;605.390617
265;1;703.410326;609.821177
266;2;701.717699;606.415567
267;10;704.408285;609.346904
268;0;703.780148;608.206518
269;1;703.865901;605.746935
270;2;702.701864;607.959450
271;10;704.245237;607.817655
272;0;280.536824;492.644116
273;1;282.497257;491.456906
274;2;282.559270;494.627826
275;10;280.862026;493.114510
276;0;281.353397;491.622496
277;1;284.203364;492.596669
278;2;283.970170;490.548634
279;10;280.977735;491.089863
280;0;829.058170;162.180440
281;1;825.840448;162.618517
282;2;829.981810;162.112913
283;10;825.451817;163.405583
284;0;829.202932;163.674938
285;1;825.261762;163.766307
286;2;828.620789;164.901501
287;10;828.923385;161.232859
288;0;35.140559;669.573761
289;1;38.514395;666.581112
290;2;35.472027;666.637422
291;10;37.929805;666.310743
292;0;39.047737;668.017863
293;1;38.650163;665.915980
294;2;37.993877;666.964757
295;10;36.586636;667.976679
296;0;18.287348;17.579405
297;1;15.857600;17.698057
298;2;16.588917;16.104764
299;10;15.160936;16.032299
300;0;17.755048;15.891177
301;1;19.872088;16.926372
302;2;18.699948;15.690045
303;10;18.119971;15.557771
304;0;10.104567;525.073204
305;1;11.871160;528.643564
306;2;13.450728;526.327533
307;10;14.487365;526.037965
308;0;11.996264;529.132304
309;1;14.311994;529.869818
310;2;10.600982;527.691075
311;10;14.588705;528.413738
312;0;885.763470;729.760398
313;1;888.418144;726.737311
314;2;888.835208;728.194408
315;10;888.518651;729.921607
316;0;887.141143;728.207340
317;1;885.272533;727.313434
318;2;889.654820;727.545291
319;10;887.911570;727.835094
320;0;800.951377;422.154053
321;1;802.723739;421.851083
322;2;804.393145;421.731588
323;10;803.847727;424.471025
324;0;802.890282;422.761748
325;1;801.562600;423.454284
326;2;803.122832;421.240073
327;10;804.977076;422.074064
328;0;421.810786;343.323019
329;1;420.676187;343.397456
330;2;420.475170;344.558750
331;10;421.192656;342.442762
332;0;423.145870;342.190576
333;1;422.136152;341.586569
334;2;424.640874;340.263457
335;10;424.435659;342.410407
336;0;360.366777;53.909417
337;1;363.428502;53.900500
338;2;362.071857;52.239545
339;10;364.464164;52.543947
340;0;362.620731;53.728209
341;1;360.281818;54.400853
342;2;361.653520;53.839405
343;10;363.667602;52.674277
344;0;972.942686;881.915656
345;1;974.800961;881.648526
346;2;973.367098;883.026628
347;10;971.258958;884.121167
348;0;972.685643;880.557652
349;1;974.863283;884.615320
350;2;972.711580;881.807587
351;10;973.426749;884.726110
352;0;424.064070;841.760979
353;1;421.984387;844.928851
354;2;423.404756;844.501207
355;10;422.278824;844.056374
356;0;423.954942;842.439347
357;1;421.110458;843.439062
358;2;422.132894;840.647712
359;10;422.659987;842.393542
360;0;553.350951;962.107550
361;1;552.044204;960.344606
362;2;550.368606;964.607138
363;10;552.175508;963.369817
364;0;553.110401;961.359519
365;1;553.461429;964.367395
366;2;554.526414;960.148376
367;10;551.002521;961.365367
368;0;502.898334;499.956060
369;1;501.725280;497.713570
370;2;501.975554;499.579542
371;10;504.321371;496.030013
372;0;501.463398;499.698050
373;1;502.955189;499.809211
374;2;501.679559;498.220447
375;10;501.448919;497.542512
376;0;407.645016;443.510873
377;1;408.057547;444.049031
378;2;409.482134;441.267953
379;10;407.005839;442.470743
380;0;407.755359;443.415888
381;1;406.675145;443.046360
382;2;409.308864;441.354985
383;10;405.699952;441.346056
384;0;676.230674;931.314696
385;1;677.262402;934.122688
386;2;677.804293;931.354004
387;10;678.557616;930.315082
388;0;677.696488;932.761992
389;1;676.743419;933.025058
390;2;676.173891;933.225688
391;10;679.685201;930.482274
392;0;434.841227;325.152790
393;1;434.459894;325.109577
394;2;434.250452;329.963639
395;10;433.892695;329.806461
396;0;432.742771;327.999795
397;1;431.365916;329.479336
398;2;433.054443;328.935868
399;10;431.761455;328.664711
400;0;581.542488;429.226703
401;1;581.676686;427.815027
402;2;583.367850;426.173855
403;10;584.988144;426.446757
404;0;580.611268;427.653214
405;1;580.428182;425.886511
406;2;584.091040;427.409964
407;10;581.086886;427.793294
408;0;543.602094;183.097537
409;1;541.654805;181.983657
410;2;540.402172;182.913982
411;10;542.781666;183.341416
412;0;540.033683;181.772175
413;1;543.142042;182.754694
414;2;542.988693;184.429583
415;10;543.671007;181.090468
416;0;275.299718;440.898751
417;1;279.961165;443.190393
418;2;275.870450;443.761484
419;10;277.996956;440.751610
420;0;277.248216;442.717686
421;1;275.243015;443.742327
422;2;276.583942;443.814073
423;10;278.600410;444.694365
424;0;713.725557;674.318486
425;1;712.897880;673.813521
426;2;713.747255;674.132303
427;10;713.394820;670.353423
428;0;711.729697;670.966429
429;1;713.238519;672.109749
430;2;713.275194;674.245623
431;10;711.940285;670.209009
432;0;360.067112;41.851432
433;1;363.713352;40.589773
434;2;360.764166;44.365726
435;10;364.950094;41.704065
436;0;363.657995;43.434885
437;1;363.206847;40.002802
438;2;363.816324;44.238904
439;10;360.811723;40.711547
440;0;793.884237;141.820217
441;1;794.614142;141.251444
442;2;794.322518;142.203784
443;10;794.454333;143.415120
444;0;790.624722;141.822997
445;1;791.646928;143.068455
446;2;791.973572;142.755229
447;10;790.144796;142.716512
448;0;507.872479;161.666332
449;1;507.077623;162.745534
450;2;506.519434;162.165185
451;10;506.044280;161.532831
452;0;506.078203;163.477357
453;1;505.878875;162.902473
454;2;507.545712;162.961255
455;10;509.607423;161.597118
456;0;985.614695;421.010589
457;1;987.965416;423.534929
458;2;986.787140;424.313780
